CD_CID,DS_CID,DT_EXCL,ID_ORIGEM
Z876,HISTORIA PESSOAL DE ALGUMAS AFECCOES ORIGINADAS NO PERIODO PERINATAL                                ,,
Z877,HISTORIA PESSOAL DE MALFORMACOES E DEFORMIDADES CONGENITAS E ANOMALIAS CROMOSSOMICAS                ,,
Z878,HISTORIA PESSOAL DE OUTRAS AFECCOES ESPECIFICADAS                                                   ,,
Z88,HISTORIA PESSOAL DE ALERGIA A DROGAS, MEDICAMENTOS E A SUBSTANCIAS BIOLOGICAS E SUBTÍTULOS          ,,
Z880,HISTORIA PESSOAL DE ALERGIA A PENICILINA                                                            ,,
Z881,HISTORIA PESSOAL DE ALERGIA A OUTRO AGENTE ANTIBIOTICO                                              ,,
Z882,HISTORIA PESSOAL DE ALERGIA AS SULFONAMIDAS                                                         ,,
Z883,HISTORIA PESSOAL DE ALERGIA A OUTROS AGENTES ANTIINFECCIOSOS                                        ,,
Z884,HISTORIA PESSOAL DE ALERGIA A AGENTE ANESTESICO                                                     ,,
Z885,HISTORIA PESSOAL DE ALERGIA A AGENTE NARCOTICO                                                      ,,
Z886,HISTORIA PESSOAL DE ALERGIA A AGENTE ANALGESICO                                                     ,,
Z887,HISTORIA PESSOAL DE ALERGIA A SORO E A VACINA                                                       ,,
Z888,HISTORIA PESSOAL DE ALERGIA A OUTROS DROGAS, MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS                  ,,
Z889,HISTORIA PESSOAL DE ALERGIA A DROGAS, MEDICAMENTOS E SUBSTANCIAS BIOLOGICAS NAO ESPECIFICADAS       ,,
Z89,AUSENCIA ADQUIRIDA DE MEMBROS E SUBTÍTULOS                                                          ,,
Z890,AUSENCIA ADQUIRIDA DE DEDO(S) DA MAO [INCLUSIVE POLEGAR] UNILATERAL                                 ,,
Z891,AUSENCIA ADQUIRIDA DE MAO E PUNHO                                                                   ,,
Z892,AUSENCIA ADQUIRIDA DE BRACO ACIMA DO PUNHO                                                          ,,
Z893,AUSENCIA ADQUIRIDA DE AMBOS MEMBROS SUPERIORES [QUALQUER NIVEL]                                     ,,
Z894,AUSENCIA ADQUIRIDA DE PE E TORNOZELO                                                                ,,
Z895,AUSENCIA ADQUIRIDA DA PERNA AO NIVEL OU ABAIXO DO JOELHO                                            ,,
Z896,AUSENCIA ADQUIRIDA DA PERNA ACIMA DO JOELHO                                                         ,,
Z897,AUSENCIA ADQUIRIDA DE AMBOS MEMBROS INFERIORES [QUALQUER NIVEL, EXCETO SOMENTE ARTELHOS]            ,,
Z898,AUSENCIA ADQUIRIDA DOS MEMBROS SUPERIORES E INFERIORES [QUALQUER NIVEL]                             ,,
Z899,AUSENCIA ADQUIRIDA DE MEMBRO NAO ESPECIFICADO                                                       ,,
Z90,AUSENCIA ADQUIRIDA DE ORGAOS NAO CLASSIFICADOS EM OUTRA PARTE E SUBTÍTULOS                          ,,
Z900,AUSENCIA ADQUIRIDA DE PARTE DA CABECA E DO PESCOCO                                                  ,,
Z901,AUSENCIA ADQUIRIDA DA(S) MAMA(S)                                                                    ,,
Z902,AUSENCIA ADQUIRIDA [DE PARTE] DO PULMAO                                                             ,,
Z903,AUSENCIA ADQUIRIDA DE PARTE DO ESTOMAGO                                                             ,,
Z904,AUSENCIA ADQUIRIDA DE OUTRAS PARTES DO TRATO DIGESTIVO                                              ,,
Z905,AUSENCIA ADQUIRIDA DO RIM                                                                           ,,
Z906,AUSENCIA ADQUIRIDA DE OUTRAS PARTES DO TRATO URINARIO                                               ,,
Z907,AUSENCIA ADQUIRIDA DE ORGAO(S) GENITAL(IS)                                                          ,,
Z908,AUSENCIA ADQUIRIDA DE OUTROS ORGAOS                                                                 ,,
Z91,HISTORIA PESSOAL DE FATORES DE RISCO, NAO CLASSIFICADOS EM OUTRA PARTE E SUBTÍTULOS                 ,,
Z910,HISTORIA PESSOAL DE ALERGIA EXCETO A DROGAS E A SUBSTANCIAS BIOLOGICAS                              ,,
R33,RETENCAO URINARIA E SUBTÍTULOS                                                                      ,,
Q121,LUXACAO CONGENITA DO CRISTALINO                                                                     ,,
Q122,COLOBOMA DO CRISTALINO                                                                              ,,
Q123,AFAQUIA CONGENITA                                                                                   ,,
Q124,ESFEROFAQUIA                                                                                        ,,
Q128,OUTRAS MALFORMACOES CONGENITAS DO CRISTALINO                                                        ,,
Q129,MALFORMACAO CONGENITA NAO ESPECIFICADA DO CRISTALINO                                                ,,
Q13,MALFORMACOES CONGENITAS DA CAMARA ANTERIOR DO OLHO E SUBTÍTULOS                                     ,,
Q130,COLOBOMA DA IRIS                                                                                    ,,
Q131,AUSENCIA DE IRIS                                                                                    ,,
Q132,OUTRAS MALFORMACOES CONGENITAS DA IRIS                                                              ,,
Q133,OPACIDADE CONGENITA DA CORNEA                                                                       ,,
Q134,OUTRAS MALFORMACOES CONGENITAS DA CORNEA                                                            ,,
Q135,ESCLEROTICA AZUL                                                                                    ,,
Q138,OUTRAS MALFORMACOES CONGENITAS DA CAMARA ANTERIOR DO OLHO                                           ,,
Q139,MALFORMACAO CONGENITA NAO ESPECIFICADA DA CAMARA ANTERIOR DO OLHO                                   ,,
Q14,MALFORMACOES CONGENITAS DA CAMARA POSTERIOR DO OLHO E SUBTÍTULOS                                    ,,
Q140,MALFORMACAO CONGENITA DO HUMOR VITREO                                                               ,,
Q141,MALFORMACAO CONGENITA DA RETINA                                                                     ,,
Q142,MALFORMACAO CONGENITA DO DISCO OPTICO                                                               ,,
Q143,MALFORMACAO CONGENITA DA COROIDE                                                                    ,,
Q148,OUTRAS MALFORMACOES CONGENITAS DA CAMARA POSTERIOR DO OLHO                                          ,,
Q149,MALFORMACAO CONGENITA NAO ESPECIFICADA DA CAMARA POSTERIOR DO OLHO                                  ,,
Q15,OUTRAS MALFORMACOES CONGENITAS DO OLHO E SUBTÍTULOS                                                 ,,
Q150,GLAUCOMA CONGENITO                                                                                  ,,
Q158,OUTRAS MALFORMACOES CONGENITAS ESPECIFICADAS DO OLHO                                                ,,
Q159,MALFORMACAO CONGENITA NAO ESPECIFICADA DO OLHO                                                      ,,
Q16,MALFORMACOES CONGENITAS DO OUVIDO CAUSANDO COMPROMETIMENTO DA AUDICAO E SUBTÍTULOS                  ,,
Q160,AUSENCIA CONGENITA DO PAVILHAO AURICULAR [ORELHA]                                                   ,,
Q161,AUSENCIA, ATRESIA E ESTREITAMENTO CONGENITOS DO CONDUTO AUDITIVO (EXTERNO)                          ,,
Q162,AUSENCIA DA TROMPA DE EUSTAQUIO                                                                     ,,
Q163,MALFORMACAO CONGENITA DOS OSSICULOS DO OUVIDO                                                       ,,
Q164,OUTRAS MALFORMACOES CONGENITAS DO OUVIDO MEDIO                                                      ,,
Q165,MALFORMACAO CONGENITA DO OUVIDO INTERNO                                                             ,,
Q169,MALFORMACAO CONGENITA DO OUVIDO NAO ESPECIFICADA CAUSANDO COMPROMETIMENTO DA AUDICAO                ,,
Q17,OUTRAS MALFORMACOES CONGENITAS DA ORELHA E SUBTÍTULOS                                               ,,
Q170,PAVILHAO SUPRANUMERARIO                                                                             ,,
Q171,MACROTIA                                                                                            ,,
Q172,MICROTIA                                                                                            ,,
Q173,OUTRAS DEFORMIDADES DA ORELHA                                                                       ,,
Q174,ANOMALIA DE POSICAO DA ORELHA                                                                       ,,
Q175,ORELHAS PROEMINENTES                                                                                ,,
Q178,OUTRAS MALFORMACOES CONGENITAS ESPECIFICADAS DA ORELHA                                              ,,
Q179,MALFORMACAO CONGENITA NAO ESPECIFICADA DA ORELHA                                                    ,,
Q18,OUTRAS MALFORMACOES CONGENITAS DA FACE E PESCOCO E SUBTÍTULOS                                       ,,
Q180,SEIO, FISTULA E CISTO DE ORIGEM BRANQUIAL                                                           ,,
Q181,SEIO, FISTULA E CISTO PRE-AURICULAR                                                                 ,,
Q182,OUTRAS MALFORMACOES DA FENDA BRANQUIAL                                                              ,,
Q183,PESCOCO ALADO                                                                                       ,,
Q184,MACROSTOMIA                                                                                         ,,
Q185,MICROSTOMIA                                                                                         ,,
Q186,MACROQUEILIA                                                                                        ,,
Q187,MICROQUEILIA                                                                                        ,,
Q188,OUTRAS MALFORMACOES CONGENITAS ESPECIFICADAS DA FACE E DO PESCOCO                                   ,,
Q189,MALFORMACAO CONGENITA NAO ESPECIFICADA DA FACE E DO PESCOCO                                         ,,
Q20,MALFORMACOES CONGENITAS DAS CAMARAS E DAS COMUNICACOES CARDIACAS E SUBTÍTULOS                       ,,
Q200,TRONCO ARTERIAL COMUM                                                                               ,,
Q201,VENTRICULO DIREITO COM DUPLA VIA DE SAIDA                                                           ,,
Q202,VENTRICULO ESQUERDO COM DUPLA VIA DE SAIDA                                                          ,,
Q203,COMUNICACAO VENTRICULO-ATRIAL DISCORDANTE                                                           ,,
Q204,VENTRICULO COM DUPLA VIA DE ENTRADA                                                                 ,,
Q205,COMUNICACAO ATRIO-VENTRICULAR DISCORDANTE                                                           ,,
Q206,ISOMERISMO DOS APENDICES ATRIAIS                                                                    ,,
Q453,OUTRAS MALFORMACOES CONGENITAS DO PANCREAS E DO DUTO PANCREATICO                                    ,,
Q458,OUTRAS MALFORMACOES CONGENITAS ESPECIFICADAS DO APARELHO DIGESTIVO                                  ,,
Q926,CROMOSSOMOS MARCADORES SUPLEMENTARES                                                                ,,
Q927,TRIPLOIDIA E POLIPLOIDIA                                                                            ,,
Q928,OUTRAS TRISSOMIAS ESPECIFICADAS E TRISSOMIAS PARCIAIS DOS AUTOSSOMOS                                ,,
Q929,TRISSOMIA E TRISSOMIA PARCIAL NAO ESPECIFICADA DOS AUTOSSOMOS                                       ,,
Q93,MONOSSOMIAS E DELECOES DOS AUTOSSOMOS, NAO CLASSIFICADAS EM OUTRA PARTE E SUBTÍTULOS                ,,
Q930,MONOSSOMIA DE CROMOSSOMO INTEIRO, NAO-DISJUNCAO MEIOTICA                                            ,,
Q931,MONOSSOMIA DE CROMOSSOMO INTEIRO, MOSAICISMO CROMOSSOMICO (NAO-DISJUNCAO MITOTICA)                  ,,
Q932,CROMOSSOMO SUBSTITUIDO POR ANEL OU DICENTRICO                                                       ,,
Q933,DELECAO DO BRACO CURTO DO CROMOSSOMO 4                                                              ,,
Q934,DELECAO DO BRACO CURTO DO CROMOSSOMO 5                                                              ,,
Q935,OUTRAS DELECOES PARCIAIS DE CROMOSSOMO                                                              ,,
Q936,DELECOES VISTAS SOMENTE NA PROMETAFASE                                                              ,,
Q937,DELECOES COM OUTROS REARRANJOS COMPLEXOS                                                            ,,
Q938,OUTRAS DELECOES DOS AUTOSSOMOS                                                                      ,,
Q939,DELECOES NAO ESPECIFICADAS DOS AUTOSSOMOS                                                           ,,
Q95,REARRANJOS EQUILIBRADOS E MARCADORES ESTRUTURAIS, NAO CLASSIFICADOS EM OUTRA PARTE E SUBTÍTULOS     ,,
Q950,TRANSLOCACAO OU INSERCAO EQUILIBRADA EM SUJEITO NORMAL                                              ,,
Q951,INVERSAO CROMOSSOMICA EM SUJEITO NORMAL                                                             ,,
Q952,REARRANJO AUTOSSOMICO EQUILIBRADO EM SUJEITO ANORMAL                                                ,,
Q953,REARRANJO SEXUAL/AUTOSSOMICO EQUILIBRADO EM SUJEITO ANORMAL                                         ,,
Q954,SUJEITO COM MARCADOR DE HETEROCROMATINA                                                             ,,
Q955,SUJEITO COM SITIO AUTOSSOMICO FRAGIL                                                                ,,
Q958,OUTROS REARRANJOS E MARCADORES EQUILIBRADOS                                                         ,,
Q959,REARRANJOS E MARCADORES EQUILIBRADOS NAO ESPECIFICADOS                                              ,,
Q96,SINDROME DE TURNER E SUBTÍTULOS                                                                     ,,
Q960,CARIOTIPO 45, X                                                                                     ,,
Q961,CARIOTIPO 46, X ISO (XQ)                                                                            ,,
Q962,CARIOTIPO 46, X COM CROMOSSOMO SEXUAL ANORMAL, SALVO ISO (XQ)                                       ,,
Q963,MOSAICISMO CROMOSSOMICO, 45, X/46, XX OU XY                                                         ,,
Q964,MOSAICISMO CROMOSSOMICO, 45, X/OUTRA(S) LINHAGENS CELULAR(ES) COM CROMOSSOMO SEXUAL ANORMAL         ,,
Q968,OUTRAS VARIANTES DA SINDROME DE TURNER                                                              ,,
Q969,SINDROME DE TURNER NAO ESPECIFICADA                                                                 ,,
W273,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR - AREA PARA A PRATICA DE ESPORTES E ATLETISMO             ,,
W274,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR - RUA E ESTRADA                                           ,,
W275,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR - AREAS DE COMERCIO E DE SERVICOS                         ,,
W276,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR - AREAS INDUSTRIAIS E EM CONSTRUCAO                       ,,
W277,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR - FAZENDA                                                 ,,
W278,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR - OUTROS LOCAIS ESPECIFICADOS                             ,,
W279,CONTATO COM FERRAMENTAS MANUAIS SEM MOTOR - LOCAL NAO ESPECIFICADO                                  ,,
W28,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA E SUBTÍTULOS                         ,,
W280,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA - RESIDENCIA                         ,,
W281,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA - HABITACAO COLETIVA                 ,,
W282,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA - ESCOLAS, OUTRAS INSTITUICOES E AREA,,
W283,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA - AREA PARA A PRATICA DE ESPORTES E A,,
W284,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA - RUA E ESTRADA                      ,,
W285,CONTATO COM SEGADEIRA MOTORIZADA PARA CORTAR OU APARAR A GRAMA - AREAS DE COMERCIO E DE SERVICOS    ,,
